# Feature / Sample,PRISM|7122,PRISM|7147,PRISM|7150,PRISM|7153,PRISM|7184,PRISM|7238,PRISM|7406,PRISM|7408,PRISM|7421,PRISM|7445,PRISM|7486,PRISM|7496,PRISM|7506,PRISM|7547,PRISM|7658,PRISM|7662,PRISM|7744,PRISM|7759,PRISM|7762,PRISM|7776,PRISM|7791,PRISM|7843,PRISM|7847,PRISM|7852,PRISM|7855,PRISM|7858,PRISM|7860,PRISM|7861,PRISM|7862,PRISM|7870,PRISM|7874,PRISM|7875,PRISM|7879,PRISM|7897,PRISM|7899,PRISM|7904,PRISM|7906,PRISM|7908,PRISM|7909,PRISM|7910,PRISM|7911,PRISM|7912,PRISM|7938,PRISM|7941,PRISM|7947,PRISM|7948,PRISM|7955,PRISM|7971,PRISM|7989,PRISM|8095,PRISM|8096,PRISM|8101,PRISM|8106,PRISM|8129,PRISM|8226,PRISM|8244,PRISM|8264,PRISM|8275,PRISM|8283,PRISM|8332,PRISM|8336,PRISM|8361,PRISM|8374,PRISM|8377,PRISM|8406,PRISM|8441,PRISM|8444,PRISM|8447,PRISM|8452,PRISM|8458,PRISM|8462,PRISM|8464,PRISM|8466,PRISM|8467,PRISM|8475,PRISM|8480,PRISM|8483,PRISM|8485,PRISM|8496,PRISM|8502,PRISM|8503,PRISM|8511,PRISM|8513,PRISM|8515,PRISM|8523,PRISM|8534,PRISM|8537,PRISM|8550,PRISM|8564,PRISM|8565,PRISM|8573,PRISM|8577,PRISM|8589,PRISM|8591,PRISM|8592,PRISM|8605,PRISM|8624,PRISM|8628,PRISM|8629,PRISM|8667,PRISM|8675,PRISM|8683,PRISM|8692,PRISM|8696,PRISM|8728,PRISM|8734,PRISM|8735,PRISM|8746,PRISM|8749,PRISM|8753,PRISM|8754,PRISM|8758,PRISM|8764,PRISM|8765,PRISM|8774,PRISM|8776,PRISM|8778,PRISM|8783,PRISM|8784,PRISM|8785,PRISM|8788,PRISM|8789,PRISM|8794,PRISM|8795,PRISM|8800,PRISM|8802,PRISM|8803,PRISM|8805,PRISM|8806,PRISM|8807,PRISM|8809,PRISM|8815,PRISM|8841,PRISM|8843,PRISM|8844,PRISM|8846,PRISM|8847,PRISM|8849,PRISM|8878,PRISM|8882,PRISM|8892,PRISM|8894,PRISM|8898,PRISM|8924,PRISM|8932,PRISM|8982,PRISM|8998,PRISM|9010,PRISM|9018,PRISM|9030,PRISM|9033,PRISM|9074,PRISM|9079,PRISM|9126,PRISM|9148,Validation|LLDeep_0001,Validation|LLDeep_0003,Validation|LLDeep_0010,Validation|LLDeep_0011,Validation|LLDeep_0012,Validation|LLDeep_0015,Validation|LLDeep_0018,Validation|LLDeep_0021,Validation|LLDeep_0022,Validation|LLDeep_0024,Validation|LLDeep_0026,Validation|LLDeep_0027,Validation|LLDeep_0028,Validation|LLDeep_0029,Validation|LLDeep_0030,Validation|LLDeep_0033,Validation|LLDeep_0034,Validation|LLDeep_0037,Validation|LLDeep_0039,Validation|LLDeep_0043,Validation|LLDeep_0047,Validation|LLDeep_0052,Validation|UMCGIBD00072,Validation|UMCGIBD00122,Validation|UMCGIBD00030,Validation|UMCGIBD00167,Validation|UMCGIBD00208,Validation|UMCGIBD00032,Validation|UMCGIBD00529,Validation|UMCGIBD00371,Validation|UMCGIBD00145,Validation|UMCGIBD00613,Validation|UMCGIBD00004,Validation|UMCGIBD00053,Validation|UMCGIBD00269,Validation|UMCGIBD00250,Validation|UMCGIBD00327,Validation|UMCGIBD00249,Validation|UMCGIBD00461,Validation|UMCGIBD00266,Validation|UMCGIBD00347,Validation|UMCGIBD00645,Validation|UMCGIBD00361,Validation|UMCGIBD00485,Validation|UMCGIBD00041,Validation|UMCGIBD00126,Validation|UMCGIBD00082,Validation|UMCGIBD00442,Validation|UMCGIBD00412,Validation|UMCGIBD00539,Validation|UMCGIBD00077,Validation|UMCGIBD00141,Validation|UMCGIBD00389,Validation|UMCGIBD00112,Validation|UMCGIBD00508,Validation|UMCGIBD00588,Validation|UMCGIBD00106,Validation|UMCGIBD00393,Validation|UMCGIBD00458,Validation|UMCGIBD00254,Validation|UMCGIBD00593,Validation|UMCGIBD00233,Validation|UMCGIBD00238,Validation|UMCGIBD00027,Validation|UMCGIBD00064
SRA_metagenome_name,G36386,G48796,G48780,G36390,G36356,G36387,G48804,G48815,G36378,G36381,G36379,G72672,G48799,G48823,G36351,G72717,G36371,G36380,G72673,G72674,G36368,G36369,G72718,G72675,G72719,G72720,G72721,G72722,G72723,G72724,G72725,G36348,G72726,G72676,G72727,G72733,G72734,G72728,G72729,G72735,G72730,G72731,G36382,G36349,G36374,G36350,G72732,G36347,G36383,G36370,G72677,G72678,G72679,G72680,G36389,G48787,G36384,G48781,G48798,G48783,G36385,G36392,G36357,G36372,G48827,G72681,G72682,G72683,G36354,G72684,G36352,G72685,G36365,G36353,G36355,G72686,G36394,G36366,G36358,G72687,G72688,G72689,G72690,G72691,G36360,G36361,G35127,G36359,G36362,G48806,G36367,G35128,G72714,G36363,G36395,G72692,G36375,G72693,G36396,G72694,G35152,G72715,G72695,G72696,G48791,G48784,G48840,G48805,G48820,G48777,G48789,G48786,G48792,G48790,G48831,G48793,G48794,G48795,G48826,G48802,G48808,G72716,G48807,G72697,G48810,G48817,G48812,G48814,G48819,G48841,G48822,G48821,G48842,G48839,G72698,G48832,G48838,G48836,G72671,G72699,G72670,G72701,G72702,G72703,G72704,G72705,G72713,G72706,G72708,G72709,G72710,G72711,G72712,G72736,G72737,G83321,G83168,G83192,G82952,G82627,G83955,G83885,G84147,G83001,G83234,G82738,G83335,G82708,G83327,G82698,G83913,G82666,G82589,G82786,G83901,G83831,G84104,G85420,G85171,G85128,G85127,G85384,G85185,G85117,G85182,G85404,G85246,G85364,G85199,G85379,G85129,G85089,G85161,G85315,G85361,G85165,G85245,G85291,G85408,G85226,G85180,G85387,G85230,G85401,G85373,G85163,G85369,G85385,G85213,G85181,G85257,G85419,G85340,G85418,G85122,G85136,G85405,G85166,G85210,G85342
Enterococcus_avium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005818,0,0,0,0,0,0.0035386,0,0,0,0,0,0,0.0002683,0,0,0,0,0,0.0001406,0,0,0,0,0,0,0,0,0.0023033,0,0,0,0,0,0,0,0,0,0.000443,0,0,0,0,0.0013858,0.0000844,0.0031663,0,0,0,0,0,0,0,0,0,0,0,0,0.0004699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000312,0.0001094,0,0,0,0,0.0024999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_faecalis,0,0,0,0,0.0000106,0.0007868,0.0093207,0,0,0.0004141,0,0,0,0,0,0,0,0.0000259,0,0.000033,0.0000185,0.0003808,0,0,0,0,0,0,0,0,0,0,0,0.0007543,0,0,0,0,0,0,0,0,0,0.000074,0.0000222,0,0,0,0.0002631,0.0014526,0,0,0.0061896,0,0,0,0.0028705,0,0,0,0,0.0000124,0.0000259,0.0001341,0.0042275,0,0,0.0009365,0,0,0,0.0021085,0.0000053,0,0,0,0.0000177,0.0000511,0,0,0.0000733,0,0,0,0,0.0000092,0.0001666,0,0.0000779,0.0000067,0,0,0,0.000512,0,0,0.0000128,0,0,0,0,0.0003832,0,0,0.0000049,0,0,0.0000014,0.0000031,0,0,0,0.0000531,0,0,0,0,0,0.0026745,0,0,0,0.0000138,0,0,0,0,0,0,0,0.0006258,0,0,0,0,0,0,0.0000244,0,0,0,0,0,0,0.000237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_faecium,0.0000437,0,0,0.0000317,0.0000292,0.0003449,0.0104399,0,0.0000115,0.0196046,0.0000625,0,0,0,0.0000059,0,0.0000617,0.0000262,0,0.0001685,0.0000498,0.0000272,0,0.0682483,0,0,0,0,0,0.0003868,0,0.0021297,0,0.000375,0,0,0,0,0.0383712,0.0536666,0.0005206,0,0.0002065,0.0001599,0.0138528,0.0000657,0,0,0.0000486,0.000156,0,0,0.0013685,0.00081,0.0000276,0,0.0106115,0,0,0,0.251163,0.0000415,0.0007384,0.0063778,0,0,0,0,0.0029361,0,0.0000593,0,0.0000555,0.0000377,0.0000493,0,0.000074,0.000024,0.0000691,0,0.001271,0,0,0.0000554,0.0004376,0.0007772,0,0.0276503,0.0000572,0,0.0000149,0,0,0.0007863,0.0000558,0,0.0001147,0.0001785,0.795195,0,0,0,0,0,0,0,0,0,0,0,0,0.0198438,0,0,0,0,0,0,0,0,0,0,0.0060834,0.0006826,0,0,0.0000143,0,0,0.0000388,0,0,0,0.0011794,0,0,0.0047771,0,0,0,0,0,0,0,0.003102,0.0690702,0,0,0,0.0000073,0.0000191,0.0008097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_acidophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019773,0,0,0.0005144,0,0,0,0,0,0,0,0.0064777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000612,0,0,0,0,0,0,0,0,0.000688,0.0132549,0,0.001083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504517,0,0,0,0,0,0,0,0.0007568,0,0,0.0000108,0,0,0,0,0,0,0.0000218,0,0,0,0,0,0,0,0.0284927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_casei_paracasei,0,0,0,0,0,0.0018056,0,0,0,0,0,0,0,0,0,0,0.0000047,0.0001929,0,0,0,0.0000299,0,0,0,0,0,0,0,0,0,0,0,0.0001354,0,0,0,0.0001545,0,0,0,0,0,0,0,0,0,0.0098601,0,0,0,0,0,0,0,0,0,0,0.0007218,0,0.0000294,0,0,0,0.0011713,0,0,0,0,0,0.0000042,0,0,0,0,0,0.0000424,0.0000294,0,0,0,0,0,0,0,0,0,0,0,0,0.0003043,0,0,0,0.0000546,0,0,0,0.0008728,0,0,0.000044,0,0,0.0000099,0,0,0,0,0,0,0.0043103,0,0,0,0,0,0.0003011,0.0000185,0.0010531,0,0,0.0000446,0,0,0,0,0,0.0001737,0,0,0,0,0.0003113,0,0,0,0.0038131,0,0,0,0,0,0,0,0,0,0.0002078,0,0.0006042,0,0.0009251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_fermentum,0,0.0000087,0,0,0,0.0005313,0,0.0133533,0.0000353,0.0022989,0,0,0,0.0000084,0,0,0,0.0020429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019267,0,0,0,0,0,0,0,0,0.107795,0,0,0,0,0.0074377,0.0000276,0,0,0,0,0,0.014162,0,0.0000546,0,0,0,0.0565088,0,0.0001163,0,0.000059,0,0,0,0.0200167,0,0.0001232,0,0,0,0,0,0.0001118,0,0,0,0,0,0,0,0,0.0000157,0,0,0,0,0,0.000683,0,0,0.0013072,0,0,0.0002831,0.0000223,0,0,0.007423,0,0,0,0,0,0.167281,0.0018191,0,0,0.0005193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.0000105,0,0,0.0000147,0,0,0,0,0.0000679,0,0,0,0.0306253,0.0000429,0,0,0,0,0,0.0027992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_gasseri,0.0000862,0,0,0,0.0000341,0.0002379,0,0.0170707,0.0000522,0.0016039,0.0000154,0,0,0,0.0000096,0,0.0000478,0.0000158,0,0,0.0000566,0.0444153,0,0,0,0,0,0,0,0.000491,0,0.0010661,0,0.0002556,0,0,0,0,0,0,0,0,0.0232981,0.0000716,0.0000526,0.0000574,0,0.0000192,0.0000415,0.0002594,0,0,0,0,0.0088331,0,0.0000436,0,0,0,0.62792,0.0000196,0.0018562,0.000021,0,0,0,0,0.372616,0,0.0000116,0,0.0000374,0.0000072,0.0135745,0,0.0000363,0.000012,0.0000044,0,0,0,0,0,0.0003694,0.0000305,0,0.0000188,0.0000152,0,0.0000425,0.0115536,0,0,0.0000829,0,0.000063,0.0000535,0.0033707,0.0037553,0,0.0004331,0,0,0,0,0,0,0.0001257,0,0,0.0003157,0,0,0,0,0,0,0.0000022,0,0,0,0,0,0.0000008,0,0,0,0,0,0,0,0,0.0004686,0,0.000001,0,0,0,0,0,0,0,0,0.0122031,0,0,0,0,0,0,0.184936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_plantarum,0,0,0,0,0,0.0008951,0,0,0,0.0008084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036346,0,0,0.0077165,0,0,0,0,0.001161,0,0,0,0,0,0,0,0.0005262,0,0,0.0000018,0,0,0,0,0.0000264,0,0,0,0,0,0,0,0,0,0,0,0,0.0006381,0,0,0.000133,0,0,0,0,0,0.0227525,0,0,0,0,0.0000011,0,0.0000616,0,0.0214024,0,0,0,0,0,0,0,0,0,0,0,0.0020004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_rhamnosus,0,0,0.0002723,0,0,0.0018646,0,0.000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001458,0,0,0,0,0,0,0,0.0049817,0.0321004,0,0,0,0,0,0.0026088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012647,0.0003877,0,0,0,0,0,0.0016773,0,0,0,0,0,0,0,0,0,0.0004832,0.000089,0,0.0003434,0.0004737,0,0,0,0.0001634,0,0,0.0005078,0,0,0.0000007,0.0020642,0,0,0.0000521,0,0,0.0102215,0.0000327,0,0,0.0000031,0,0.0000064,0,0,0,0,0,0,0,0,0,0,0.0080744,0,0,0,0,0,0,0.0001356,0,0,0,0,0,0,0,0,0.0003436,0,0,0.0002575,0,0.0013341,0,0.0077831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_salivarius,0,0,0,0,0,0.0017739,0.0000179,0.012966,0,0.0002871,0,0,0,0,0,0,0,0,0,0,0,0.0034283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003197,0,0,0,0,0.243763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058,0,0,0,0,0,0.0155522,0,0,0.0027753,0,0,0.0001902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000094,0,0,0,0,0,0,0,0,0,0,0.0000073,0,0,0,0,0,0,0,0,0,0,0.0145507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediococcus_acidilactici,0,0,0,0,0,0.0821794,0,0,0.0000088,0,0,0,0.0000018,0,0.0000454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011011,0,0,0,0,0,0,0,0,0,0,0,0,0.0000093,0.0000652,0,0.0271886,0,0.0000182,0,0,0.0019548,0,0,0,0,0,0,0,0.0027898,0.0002206,0.0001641,0,0.0000599,0,0,0,0,0,0,0,0,0,0.033836,0,0,0,0,0.0406984,0,0,0,0,0,0.0002059,0,0,0.0026209,0,0,0,0,0.0287785,0,0,0,0,0,0.0020418,0,0,0,0,0,0,0,0.0000437,0,0,0,0.108508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025513,0,0.0001218,0,0,0,0,0,0.0000044,0,0,0,0.006417,0,0,0,0,0,0,0,0,0,0,0.0140569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediococcus_lolii,0,0,0,0,0,0.100184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160078,0,0,0,0,0.0009011,0,0,0,0,0,0,0,0.0290829,0.0001598,0.0000395,0,0.0000129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029821,0,0,0,0,0,0,0,0.0202074,0,0,0,0,0,0.0000031,0,0,0,0,0,0,0,0.000824,0,0,0,0.0876255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015799,0,0.0019376,0,0,0,0,0,0,0,0,0,0.0001892,0,0,0,0,0,0,0,0,0,0,0.0409823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediococcus_unclassified,0,0,0,0,0,0.0122705,0,0.0000212,0.0000507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000849,0,0.0000274,0,0.0000268,0,0,0,0,0,0,0,0,0,0,0.0179571,0.0000651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029098,0,0,0,0,0,0.0009048,0,0,0,0,0,0,0,0.0329732,0.0000615,0,0,0,0,0,0,0,0,0,0,0,0,0.0011183,0,0,0,0.0338625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000967,0,0.0019383,0,0,0,0,0,0.0000094,0.0000342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc_citreum,0,0,0,0,0.0006969,0.0008383,0,0,0.0002893,0,0.000131,0,0,0,0.000247,0,0,0.0008567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000512,0,0.0007673,0,0.0009742,0.0037187,0,0,0,0,0,0.0005361,0,0.0142043,0,0,0,0.0028648,0,0.0004855,0,0,0,0,0,0.0801092,0,0.0002008,0,0,0,0.0003853,0,0.0069685,0,0.0017076,0,0,0,0,0,0,0,0,0.0011228,0,0,0,0,0,0,0,0,0,0,0.0107358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus_lactis,0.0000321,0,0.0000907,0,0,0.0008509,0.0009371,0,0.0002576,0.0013949,0.0001264,0.0001389,0.0003346,0,0.0001372,0.0000354,0.0001469,0,0.0003311,0,0,0,0.0000897,0,0.0015683,0.0000055,0,0.0010744,0,0.0004566,0.0003334,0,0.0035191,0,0,0.0003582,0.0001423,0,0.000018,0,0.000028,0.0011555,0,0,0.0009123,0,0.000136,0,0.0003602,0,0,0,0.0016436,0,0,0,0.0002144,0,0,0,0.0002017,0.0007761,0,0.0006812,0.0002352,0.0013813,0,0.0020618,0,0.0012452,0.0006226,0.0000741,0.0015139,0.0000348,0,0,0.0007467,0.0000233,0,0,0.0006014,0,0,0,0,0.008166,0.0003751,0,0.0006709,0.0354915,0.0040663,0,0,0.0030163,0.0000499,0,0.0001351,0.0001066,0.0003044,0,0,0.0002697,0.0000373,0.0001794,0.0007757,0.000076,0.0005766,0,0.0000507,0.0024235,0.0001208,0.0008663,0,0,0,0,0.0002305,0.0003041,0.000174,0.0007128,0,0.0000532,0.0000594,0.000107,0,0,0.0102141,0.0197749,0,0.0000424,0.0000738,0.000044,0.0000093,0.000212,0,0,0.0006264,0.000988,0,0,0.0000282,0,0,0.0030852,0,0.0000098,0.0017295,0,0,0,0,0.0000728,0,0.0000952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_australis,0,0.0000855,0,0.0000103,0.0000501,0,0,0,0.0000852,0,0.0002014,0,0.0003028,0.0001444,0.0003609,0,0,0.0000994,0,0.003171,0.0000983,0,0,0.0003003,0.0001556,0,0,0.0009255,0.000375,0.0007757,0.0000928,0,0,0,0,0.0006574,0.0004164,0.0000663,0.0001131,0,0.0000417,0,0,0.0000111,0,0,0.0007134,0,0,0,0.0001506,0,0,0.0001408,0,0,0,0,0.0000104,0,0,0,0,0,0.0001062,0.0002301,0.0002657,0.0001101,0,0,0.0012585,0.0005056,0.0001385,0,0,0,0.0001698,0,0,0,0,0.0007023,0,0.0013819,0,0,0.0001694,0,0.0036994,0,0.0015095,0,0.0002236,0,0,0,0,0,0,0,0.0023239,0,0,0.0004742,0,0.0000774,0.0022797,0,0,0.0002231,0.0001533,0,0,0,0,0,0.0000088,0.0000407,0,0,0,0,0.000197,0.0002543,0.0000042,0,0.0000138,0.0001708,0.0000681,0,0.0001289,0.0000888,0.0001629,0.0000905,0.0000225,0.000493,0.0000491,0.0000081,0,0.0002676,0.0000277,0.0000568,0,0,0,0.0002622,0,0.0000736,0,0.0000115,0,0.0046425,0,0.0009718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_lutetiensis,0,0,0,0,0,0,0.0689682,0,0,0,0,0,0,0,0,0,0,0.0114736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020886,0,0,0,0,0,0,0,0,0.0001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020936,0,0,0,0.0031858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_mutans,0,0.0000546,0.0019438,0,0,0.0023776,0.0002597,0.0074431,0.0001558,0.0000207,0,0.0001644,0,0,0.0001961,0,0,0.0000167,0,0.0000451,0,0,0,0,0.0000181,0,0,0.0000277,0,0,0,0,0,0.0088023,0,0,0.0005169,0,0,0.0002593,0.0001678,0.0004039,0,0,0,0,0,0,0,0.0001931,0,0.000058,0.0000083,0.0000348,0,0,0,0.0001547,0,0.0001079,0,0,0.0000246,0,0.0000718,0,0.000036,0,0.0121588,0,0.0031777,0.0004346,0,0,0,0,0,0,0.0004543,0,0.0001757,0.0000074,0,0.0002927,0,0.0032748,0,0,0,0,0.0000434,0.0042462,0,0,0.0004505,0,0,0.0029619,0,0,0,0.002925,0,0,0,0.0001916,0.0000066,0,0,0,0,0.0000608,0,0,0,0.0000297,0,0,0,0,0,0.0000639,0,0,0,0,0,0,0,0.0000201,0,0,0,0.0001554,0,0.0002141,0,0,0,0,0,0,0,0,0,0.0003043,0,0,0,0,0,0,0,0,0,0,0,0,0.0002321,0,0,0,0,0,0.0022447,0.0000677,0,0,0,0,0,0.0001801,0,0,0.0000547,0.000004,0,0,0,0,0.0001421,0,0,0,0,0,0,0,0,0.000238,0.0055212,0.0012722,0,0.0053475,0,0,0,0,0.0002055,0,0.0001263,0,0,0,0.0006942,0.0054048,0.0004665,0.0012541,0,0.0002932,0,0,0,0,0,0,0,0,0,0
